Date,UAL_Open,UAL_High,UAL_Low,UAL_Close,UAL_Adj Close,UAL_Volume,oil_Close/Last,oil_Volume,oil_Open,oil_High,oil_Low
4/18/18,69.5,72.099998,67.629997,70.580002,70.580002,10265400,68.47,207210,66.68,68.91,66.56
4/19/18,70.620003,71.190002,69.129997,70.230003,70.230003,6380100,68.29,89450,68.75,69.56,67.98
4/20/18,70.419998,72.599998,70.419998,71.75,71.75,6263000,68.4,22739,68.26,68.62,67.5
4/23/18,72.18,72.25,69.709999,70.330002,70.330002,3648400,68.64,712872,68.22,69.03,67.14
4/24/18,70.650002,70.830002,67.720001,68.949997,68.949997,3815300,67.7,813881,68.95,69.38,67.54
4/25/18,68.709999,68.879997,67.139999,68.510002,68.510002,3728600,68.05,751427,67.75,68.18,67.11
4/26/18,67.360001,67.360001,65.449997,66.620003,66.620003,5467000,68.19,648550,68.03,68.78,67.71
4/27/18,66.839996,68.230003,66.839996,67.860001,67.860001,2662200,68.1,521752,68.21,68.36,67.64
4/30/18,67.849998,68.779999,67.440002,67.540001,67.540001,2468300,68.57,736814,68.15,69.34,67.17
5/1/18,67.589996,68.440002,67.07,68.379997,68.379997,2122200,67.25,677812,68.56,68.9,66.85
5/2/18,68.160004,69.349998,67.800003,67.919998,67.919998,3010000,67.93,775070,67.49,68.14,66.92
5/3/18,67.919998,67.919998,66.529999,67.519997,67.519997,2211400,68.43,680114,67.68,68.6,67.21
5/4/18,67.150002,68.839996,67.150002,68.32,68.32,2171200,69.72,673336,68.5,69.97,68.12
5/7/18,68.480003,68.669998,66.980003,67.519997,67.519997,2100400,70.73,729572,69.85,70.84,69.51
5/8/18,67.660004,69.199997,67.239998,67.720001,67.720001,2705400,69.06,1216818,70.03,70.4,67.63
5/9/18,67.279999,67.589996,65.57,65.800003,65.800003,4415100,71.14,824627,70.05,71.36,69.85
5/10/18,65.849998,66.519997,65.57,66.019997,66.019997,2689200,71.36,722160,71.23,71.89,70.56
5/11/18,66.110001,67.190002,66.110001,66.919998,66.919998,2887300,70.7,604420,71.45,71.63,70.45
5/14/18,67.339996,67.599998,66.139999,66.639999,66.639999,2775400,70.96,568001,70.54,71.26,70.26
5/15/18,66.550003,68.360001,66.099998,68.029999,68.029999,3262100,71.31,784348,71.15,71.92,70.42
5/16/18,68.029999,70.139999,67.720001,69.739998,69.739998,3385500,71.49,554941,71.02,71.59,70.66
5/17/18,69.75,70.389999,69.32,69.489998,69.489998,2726300,71.49,541055,71.56,72.3,71.09
5/18/18,68.940002,69.639999,68.400002,68.419998,68.419998,3733700,71.28,195178,71.6,71.75,70.99
5/21/18,69.010002,70.660004,68.919998,70.07,70.07,3530500,72.24,79058,71.47,72.59,71.25
5/22/18,70.599998,71.410004,69.709999,69.989998,69.989998,3242100,72.2,711647,72.62,72.9,71.82
5/23/18,69.75,69.889999,68.870003,69.540001,69.540001,1956900,71.84,693148,72.11,72.26,71.19
